"","CASE_CODE_TYPE","CASE_CODE","CASE_CODE_TITLE","Hierarchy_level","Sort_sequence"
"1935","Source",3720,"Medical, surgical, x-ray machinery and equipment, unspecified",4,565
"1936","Source",3721,"Medical machinery and equipment, except x-ray",4,566
"1937","Source",3722,"X-ray, magnetic resonance imaging (MRI), and fluoroscope machinery and equipment",4,567
"1938","Source",3729,"Medical, surgical, x-ray machinery and equipment, n.e.c.",4,568
"1939","Source",373,"Packaging, bottling, wrapping machinery",3,569
"1940","Source",3730,"Packaging, bottling, wrapping machinery, unspecified",4,570
"1941","Source",3731,"Bottling, canning, filling machinery",4,571
"1942","Source",3732,"Packaging, wrapping, bundling machinery",4,572
"1943","Source",3733,"Product labeling machinery",4,573
"1944","Source",3734,"Sealing, stapling machinery",4,574
"1945","Source",3739,"Packaging, bottling, wrapping machinery, n.e.c.",4,575
"1946","Source",374,"Paper production machinery",3,576
"1947","Source",3740,"Paper production machinery, unspecified",4,577
"1948","Source",3741,"Calenders, supercalenders--paper production",4,578
"1949","Source",3742,"Coaters--paper production",4,579
"1950","Source",3743,"Dryers--paper production",4,580
"1951","Source",3744,"Formers--paper production",4,581
"1952","Source",3745,"Slitters, winders--paper production",4,582
"1953","Source",3746,"Washers, bleachers, refiners--paper production",4,583
"1954","Source",3749,"Paper production machinery, n.e.c.",4,584
"1955","Source",375,"Printing machinery and equipment",3,585
"1956","Source",3750,"Printing machinery and equipment, unspecified",4,586
"1957","Source",3751,"Bindery machinery",4,587
"1958","Source",3752,"Engraving machinery",4,588
"1959","Source",3753,"Presses--printing",4,589
"1960","Source",3754,"Typesetting machinery",4,590
"1961","Source",3759,"Printing machinery and equipment, n.e.c.",4,591
"1962","Source",376,"Textile, apparel, leather production machinery",3,592
"1963","Source",3760,"Textile, apparel, leather production machinery, unspecified",4,593
"1964","Source",3761,"Dyeing machinery--textile",4,594
"1965","Source",3762,"Knitting machinery",4,595
"1966","Source",3763,"Picking, carding, combing machinery",4,596
"1967","Source",3764,"Sewing, stitching machinery",4,597
"1968","Source",3765,"Spinning machinery",4,598
"1969","Source",3766,"Weaving machinery",4,599
"1970","Source",3769,"Textile, apparel, leather production machinery, n.e.c.",4,600
"1971","Source",379,"Other special process machinery",3,601
"1972","Source",3790,"Other special process machinery, unspecified",4,602
"1973","Source",3791,"Centrifuges",4,603
"1974","Source",3792,"Distilling and rectifying machinery",4,604
"1975","Source",3793,"Dyeing machinery, except textile",4,605
"1976","Source",3794,"Gas liquefying machinery",4,606
"1977","Source",3795,"Paint mixing machinery",4,607
"1978","Source",3796,"Painting, priming, metal coating machinery",4,608
"1979","Source",3797,"Pumps",4,609
"1980","Source",3799,"Special process machinery, n.e.c.",4,610
"1981","Source",39,"Miscellaneous machinery",2,611
"1982","Source",390,"Miscellaneous machinery, unspecified",3,612
"1983","Source",391,"Audio and video equipment",3,613
"1984","Source",3910,"Audio and video equipment, unspecified",4,614
"1985","Source",3911,"Audio equipment",4,615
"1986","Source",3912,"Stationary telephones and communication equipment",4,616
"1987","Source",3913,"Mobile phones, personal digital assistants, other mobile devices",4,617
"1988","Source",3914,"Televisions",4,618
"1989","Source",3915,"Video players and recorders",4,619
"1990","Source",3919,"Audio and video equipment, n.e.c.",4,620
"1991","Source",392,"Product assembly machinery, n.e.c.",3,621
"1992","Source",393,"Product testing, inspecting, and diagnostic machinery, n.e.c.",3,622
"1993","Source",399,"Other machinery",3,623
"1994","Source",3990,"Other machinery, unspecified",4,624
"1995","Source",3991,"Air compressors",4,625
"1996","Source",3992,"Garbage disposals",4,626
"1997","Source",3993,"Incinerators",4,627
"1998","Source",3994,"Snowblowers",4,628
"1999","Source",3995,"Trash compactors",4,629
"2000","Source",3996,"Vending machines",4,630
"2001","Source",3999,"Machinery, n.e.c.",4,631
"2002","Source",4,"PARTS AND MATERIALS",1,632
"2003","Source",40,"Parts and materials, unspecified",2,633
"2004","Source",41,"Building materials--solid elements",2,634
"2005","Source",410,"Building materials, unspecified",3,635
"2006","Source",411,"Bricks, blocks, structural stone",3,636
"2007","Source",4110,"Bricks, blocks, structural stone, unspecified",4,637
"2008","Source",4111,"Bricks and pavers",4,638
"2009","Source",4112,"Concrete blocks, cinder blocks",4,639
"2010","Source",4113,"Stone, marble, granite slabs",4,640
"2011","Source",4114,"Structural stones or slabs, n.e.c.",4,641
"2012","Source",4119,"Bricks, blocks, structural stone, n.e.c.",4,642
"2013","Source",412,"Pipes, ducts, tubing",3,643
"2014","Source",4120,"Pipes, ducts, tubing, unspecified",4,644
"2015","Source",4121,"Concrete or clay pipes and conduits",4,645
"2016","Source",4122,"Ducts",4,646
"2017","Source",4123,"Metal pipes, tubing",4,647
"2018","Source",4124,"Pipe fittings, collars",4,648
"2019","Source",4125,"Plastic, PVC, or rubber pipes and tubing",4,649
"2020","Source",4129,"Pipes, ducts, tubing, n.e.c.",4,650
"2021","Source",413,"Structural metal materials",3,651
"2022","Source",4130,"Structural metal materials, unspecified",4,652
"2023","Source",4131,"Angle irons",4,653
"2024","Source",4132,"Bars, rods, reinforcing bar (rebar)",4,654
"2025","Source",4133,"Beams--unattached metal",4,655
"2026","Source",4134,"Grates",4,656
"2027","Source",4135,"Metal plates, metal panels",4,657
"2028","Source",4136,"Rails--unattached metal",4,658
"2029","Source",4137,"Sheet metal",4,659
"2030","Source",4139,"Structural metal materials, n.e.c.",4,660
"2031","Source",414,"Tiles, shingles",3,661
"2032","Source",4140,"Tiles, shingles, unspecified",4,662
"2033","Source",4141,"Ceiling tiles",4,663
"2034","Source",4142,"Ceramic or stone tiles--drain, roof, multipurpose",4,664
"2035","Source",4143,"Roof shingles, except tile",4,665
"2036","Source",4144,"Vinyl floor tiles",4,666
"2037","Source",4149,"Tiles, shingles, n.e.c.",4,667
"2038","Source",415,"Wood, lumber",3,668
"2039","Source",4150,"Wood, lumber, unspecified",4,669
"2040","Source",4151,"Dimensional lumber: 2x4, 2x3, etc.",4,670
"2041","Source",4152,"Plywood, wood paneling; particle, chip, flake board",4,671
"2042","Source",4153,"Wooden beams ",4,672
"2043","Source",4154,"Wood pieces, trim pieces, wood scraps, n.e.c.",4,673
"2044","Source",4155,"Wooden stakes",4,674
"2045","Source",4159,"Wood, lumber, n.e.c.",4,675
"2046","Source",419,"Other building materials--solid elements",3,676
"2047","Source",4190,"Other building materials--solid elements, unspecified",4,677
"2048","Source",4191,"Fencing and screening material, n.e.c.",4,678
"2049","Source",4192,"Flashing",4,679
"2050","Source",4193,"Glass building materials",4,680
"2051","Source",4194,"Gutters, downspouts",4,681
"2052","Source",4195,"Sheet flooring",4,682
"2053","Source",4196,"Siding--aluminum, vinyl",4,683
"2054","Source",4197,"Structural hardware, n.e.c.",4,684
"2055","Source",4198,"Wallboard, drywall, sheetrock",4,685
"2056","Source",4199,"Building materials--solid elements, n.e.c.",4,686
"2057","Source",42,"Fasteners, connectors, ropes, ties",2,687
"2058","Source",420,"Fasteners, connectors, ropes, ties, unspecified",3,688
"2059","Source",421,"Fasteners",3,689
"2060","Source",4210,"Fasteners, unspecified",4,690
"2061","Source",4211,"Clamps, couplings",4,691
"2062","Source",4212,"Nails, brads, tacks, nuts, bolts, washers",4,692
"2063","Source",4213,"Hinges",4,693
"2064","Source",4214,"Rivets",4,694
"2065","Source",4215,"Screws",4,695
"2066","Source",4216,"Spikes",4,696
"2067","Source",4217,"Staples",4,697
"2068","Source",4219,"Fasteners, n.e.c.",4,698
"2069","Source",422,"Ropes, ties, chains",3,699
"2070","Source",4220,"Ropes, ties, chains, unspecified",4,700
"2071","Source",4221,"Bands",4,701
"2072","Source",4222,"Bungee cords",4,702
"2073","Source",4223,"Chains, n.e.c.",4,703
"2074","Source",4224,"Rope, twine, string",4,704
"2075","Source",4225,"Strapping",4,705
"2076","Source",4226,"Wire, cables--nonelectrical",4,706
"2077","Source",4229,"Ropes, ties, chains, n.e.c.",4,707
"2078","Source",423,"Valves, nozzles",3,708
"2079","Source",429,"Fasteners, connectors, ropes, ties, n.e.c.",3,709
"2080","Source",43,"Hoisting accessories",2,710
"2081","Source",430,"Hoisting accessories, unspecified",3,711
"2082","Source",431,"Fixtures, load indicators",3,712
"2083","Source",432,"Hooks, shackles, magnets, clamshells",3,713
"2084","Source",433,"Slings",3,714
"2085","Source",439,"Hoisting accessories, n.e.c.",3,715
"2086","Source",44,"Machine, tool, and electric parts",2,716
"2087","Source",440,"Machine, tool, and electric parts, unspecified",3,717
"2088","Source",441,"Electric parts",3,718
"2089","Source",4410,"Electric parts, unspecified",4,719
"2090","Source",4411,"Electrical wiring--building",4,720
"2091","Source",4412,"Generators",4,721
"2092","Source",4413,"Batteries other than automotive ",4,722
"2093","Source",4414,"Motors other than vehicle",4,723
"2094","Source",4415,"Power lines, transformers, convertors",4,724
"2095","Source",4416,"Relays, rheostats, starters, controls",4,725
"2096","Source",4417,"Switchboards, switches, fuses",4,726
"2097","Source",4418,"Power cords, electrical cords, extension cords",4,727
"2098","Source",4419,"Electric parts, n.e.c.",4,728
"2099","Source",442,"Machine and appliance parts",3,729
"2100","Source",4420,"Machine and appliance parts, unspecified",4,730
"2101","Source",4421,"Dies, molds, patterns",4,731
"2102","Source",4422,"Drives--chain, leather, fabric, vee belt",4,732
"2103","Source",4423,"Drums, pulleys, sheaves",4,733
"2104","Source",4424,"Engines, turbines, except vehicle",4,734
"2105","Source",4425,"Friction clutches",4,735
"2106","Source",4426,"Gears",4,736
"2107","Source",4427,"Rollers",4,737
"2108","Source",4429,"Machine and appliance parts, n.e.c.",4,738
"2109","Source",443,"Tool parts, accessories",3,739
"2110","Source",4430,"Tool parts, accessories, unspecified",4,740
"2111","Source",4431,"Drill bits--unattached",4,741
"2112","Source",4432,"Saw blades--unattached",4,742
"2113","Source",4439,"Tool parts, accessories, n.e.c.",4,743
"2114","Source",449,"Machine, tool, and electric parts, n.e.c.",3,744
"2115","Source",45,"Metal materials--nonstructural",2,745
"2116","Source",450,"Metal materials--nonstructural, unspecified",3,746
"2117","Source",451,"Metal sheets, ingots, bars--nonstructural",3,747
"2118","Source",452,"Molten or hot metals, slag",3,748
"2119","Source",459,"Metal materials--nonstructural, n.e.c.",3,749
"2120","Source",46,"Tars, sealants, caulking, insulating material",2,750
"2121","Source",460,"Tars, sealants, caulking, insulation, unspecified",3,751
"2122","Source",461,"Roofing asphalt, roofing tar",3,752
"2123","Source",462,"Fiberglass insulation",3,753
"2124","Source",463,"Foam caulking, foam insulation",3,754
"2125","Source",464,"Joint compound, patching compound",3,755
"2126","Source",465,"Plastic, vinyl caulking",3,756
"2127","Source",466,"Sealants, waterproofers, n.e.c.",3,757
"2128","Source",469,"Tars, sealants, caulking, insulation, n.e.c.",3,758
"2129","Source",47,"Tarps and sheeting--nonmetal",2,759
"2130","Source",470,"Tarps and sheeting--nonmetal, unspecified",3,760
"2131","Source",471,"Roofing paper, roofing felt",3,761
"2132","Source",472,"Tarps, plastic or fabric sheeting",3,762
"2133","Source",473,"Plastic wrap",3,763
"2134","Source",474,"Cardboard",3,764
"2135","Source",479,"Tarps and sheeting--nonmetal, n.e.c.",3,765
"2136","Source",48,"Vehicle and mobile equipment parts",2,766
"2137","Source",480,"Vehicle and mobile equipment parts, unspecified",3,767
"2138","Source",481,"Tires, inner tubes, wheels",3,768
"2139","Source",4810,"Tires, inner tubes, wheels, unspecified",4,769
"2140","Source",4811,"Bike tires",4,770
"2141","Source",4812,"Tire inner tubes",4,771
"2142","Source",4813,"Tires, except bike",4,772
"2143","Source",4814,"Wheels, tire rims",4,773
"2144","Source",4819,"Tires, inner tubes, wheels, n.e.c.",4,774
"2145","Source",482,"Engine parts and accessories",3,775
"2146","Source",4820,"Engine parts and accessories, unspecified",4,776
"2147","Source",4821,"Battery--vehicle ",4,777
"2148","Source",4822,"Belts, hoses--vehicle",4,778
"2149","Source",4823,"Engine, engine block, motor--vehicle",4,779
"2150","Source",4824,"Fan--vehicle",4,780
"2151","Source",4825,"Muffler, exhaust",4,781
"2152","Source",4826,"Radiator--vehicle",4,782
"2153","Source",4827,"Transmission--vehicle",4,783
"2154","Source",4829,"Engine parts and accessories, n.e.c.",4,784
"2155","Source",483,"Trailers",3,785
"2156","Source",484,"Windshields, vehicle windows",3,786
"2157","Source",485,"Vehicle doors, liftgates, tailgates",3,787
"2158","Source",4850,"Vehicle doors, liftgates, tailgates, unspecified",4,788
"2159","Source",4851,"Vehicle passenger doors",4,789
"2160","Source",4852,"Liftgates",4,790
"2161","Source",4853,"Tailgates",4,791
"2162","Source",489,"Vehicle and mobile equipment parts, n.e.c.",3,792
"2163","Source",49,"Other parts and materials",2,793
"2164","Source",490,"Other parts and materials, unspecified",3,794
"2165","Source",491,"Caps, lids, covers",3,795
"2166","Source",4910,"Caps, lids, covers, unspecified",4,796
"2167","Source",4911,"Container caps, lids, covers",4,797
"2168","Source",4912,"Manhole and cistern covers",4,798
"2169","Source",4919,"Caps, lids, covers, n.e.c.",4,799
"2170","Source",499,"Parts and materials, n.e.c.",3,800
"2171","Source",5,"PERSONS, PLANTS, ANIMALS, AND MINERALS",1,801
"2172","Source",50,"Persons, plants, animals, and minerals, unspecified",2,802
"2173","Source",51,"Animals",2,803
"2174","Source",510,"Animals, unspecified",3,804
"2175","Source",511,"Birds and fowl",3,805
"2176","Source",5110,"Birds and fowl, unspecified",4,806
"2177","Source",5111,"Birds, except fowl",4,807
"2178","Source",5112,"Chickens",4,808
"2179","Source",5113,"Ducks",4,809
"2180","Source",5114,"Geese",4,810
"2181","Source",5115,"Turkeys",4,811
"2182","Source",5119,"Birds and fowl, n.e.c.",4,812
"2183","Source",512,"Fish, shellfish",3,813
"2184","Source",513,"Insects, arachnids, mites",3,814
"2185","Source",5130,"Insects, arachnids, mites, unspecified",4,815
"2186","Source",5131,"Bees, hornets, wasps ",4,816
"2187","Source",5132,"Spiders, scorpions",4,817
"2188","Source",5133,"Ants",4,818
"2189","Source",5134,"Lice, fleas, bedbugs",4,819
"2190","Source",5135,"Mosquitoes",4,820
"2191","Source",5136,"Ticks and mites ",4,821
"2192","Source",5138,"Multiple insects, arachnids, mites",4,822
"2193","Source",5139,"Insects, arachnids, mites, n.e.c.",4,823
"2194","Source",514,"Reptiles",3,824
"2195","Source",5140,"Reptiles, unspecified",4,825
"2196","Source",5141,"Venomous snakes",4,826
"2197","Source",5142,"Nonvenomous snakes",4,827
"2198","Source",5149,"Reptiles, n.e.c.",4,828
"2199","Source",515,"Mammals, except humans",3,829
"2200","Source",5150,"Mammals, unspecified",4,830
"2201","Source",5151,"Cats, felines--domestic",4,831
"2202","Source",5152,"Dogs, canines--domestic ",4,832
"2203","Source",5153,"Cattle and other bovines ",4,833
"2204","Source",5154,"Horses and other equines ",4,834
"2205","Source",5155,"Rodents ",4,835
"2206","Source",5156,"Sheep, goats, and other caprids ",4,836
"2207","Source",5157,"Swine and other porcines ",4,837
"2208","Source",5158,"Deer and other cervids ",4,838
"2209","Source",5159,"Mammals, n.e.c.",4,839
"2210","Source",519,"Animals, n.e.c.",3,840
"2211","Source",52,"Animal and plant byproducts",2,841
"2212","Source",520,"Animal and plant byproducts, unspecified",3,842
